Gap Name	Opp Segment	Opportunity	Deal Motion	Product Line	Product Area	Product Capability	Severity Score	Severity	Is Industry Gap	Is International Gap	Created By	Created Date	CI Notes Header	ACV Bin	Opportunity Stage 	Brainstorm	CI Notes	Opp Close Date	Functionality Requirement	Headliner Feature	Gap ID	Industry Specific Gap Detail	Available Capability	Pain point(s)	Proposed Solution	Country Specific Gap Detail	Opp Pipeline Stage	Gap Summary	Type of Gap	Gap Status	Opp ID	Acct Super Industry	# Gaps
PG-00010702	North America	County of Denton-FY36	Core - Renewal Uplift	Talent Management	Talent Acquisition	Candidate Job Application Flow	3	Risk of Removal of SKU from Deal (3)	Yes	Yes	Joanne Hilty	11/13/2025	CI Notes	ACV 500(K) to 5000(K)	Open		NeoGov has a specific tool for rating Education & Experience.	12/06/2035	Ability rate individual work, education, certification experience. Work experience example: WD would need to initially figure out the years of experience the candidate has for each work exp entry and give the user the ability to override it. Same process for Education and Certifications. Once the review is complete, all of the scores need to be combined in an education & experience screening step to determine their overall score and pass/fail for that step.	Education and Experience Rating Tool	aTEVT0000002Ybt4AE	Users need to be able to rate each application based on the specific details provided within the application for Education, Experience & Certifications. This is used to determine qualifications and pay step/group based on their qualifications.		If using Workday, there's no workaround other than very manual and time consuming. HiredScore may be able to solve for some of this requirement but not all, and we aren't selling it to Gov.			0- Upcoming	They perform this function on all recruitments. They already have REC included in their contract but this a gap.	Feature	Open	0064X00002SG3ZtQAL	Public Sector	1
PG-00010543	North America	Eastern University - LDP Platform + Student	Prospect - Land with Core	Talent Management	Talent Acquisition	Job Postings;Job Requisitions	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Jasmine Omorogbe	11/06/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			12/12/2025	Eastern asked if AI could help identify language in job descriptions that asks for things that are not in compliance. Identifying biased language could be another use case.	Identify and flag specific language in job descriptions	aTEVT0000002UTR4A2	 		Requires taking time for manual proofreading and and identification			9- Closed/Won		Artificial Intelligence (AI)	Open	006VT00000Y2b6LYAR	Education	1
PG-00010534	North America	Memorial Hermann Health System-FY29	Core - Renewal Uplift	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Jennifer Kraier	11/06/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			30/11/2028	For part of the skills report and the filter report on the Job Architecture Hub is the ability to use Talent Pool	Job Architecture Hub	aTEVT0000002UEv4AM	 		Would like to be able to pull in a Talent Pool for analysis on the Job Architecture Hub. They thought that would work to help with high demand roles			0- Upcoming		Feature	Open	0064X00002P4u6xQAB	Healthcare	1
PG-00010522	North America	Abercrombie & Fitch Management Co.-FY32	Core - Renewal Uplift	Talent Management	Talent Acquisition		4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Ebe Conaway	11/05/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			29/10/2031	Abercrombie uses email with most of their global applicants and need a way to keep track of the two way correspondence. They are able to do this today in SmartRecruiters	Two Way Email Correspondence	aTEVT0000002TvZ4AU	 		Lack of visibility to two way email correspondence	Was a roadmap item planned for 2026, unsure how this is impacted with Paradox acquisition and go forward messaging strategy.		0- Upcoming		Integration	Open	0064X00002UfiPAQAZ	Retail	1
PG-00010519	North America	Niagara Bottling - LDPCE	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Candidate Job Application Flow;Candidates and Prospects;Job Application Process	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Jill Medina	11/05/2025	No CI Notes	ACV 0(K) to 300(K)	Open			09/10/2026	The customer wants the flexiility to be able to lhave an application field remain optional (i.e. Education) yet remind them to complete that field if it is empty upon submission, making that reminder occur once. Then having the ability to nudge the candidate to complete. This customer is also not requiring the candidate home account to be created. Currently the options are either hidden for all or required for all...some of their positions do not require it but they want to strongly suggest entering it. Sort of like a requirement but not.	Create the flexibility to evaluate if the candidate populated fields manually on application or via resume	aTEVT0000002Tqj4AE	 		Flexibility in when certain fields are not required but the customer wants to prompt with a message to ask the candidate to complete			6- Negotiate		Business Process	Open	0064X00002KNeUhQAL	Manufacturing	1
PG-00010492	North America	Roku, Inc. - LDP: REC, HS, CE, MSG, LRN, CCLRN, UKP, CAP, PKN, TLO, WSPa	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Communications and Notifications	3	Risk of Removal of SKU from Deal (3)	Yes	No	Ashley Gonzalez	11/04/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			25/04/2025	Slack Integration for HiredScore (like the MS Teams Integration)	Slack Integration for HiredScore (like the MS Teams Integration)	aTEVT0000002T9B4AU	Tech Industry - Uses Slack over MS Teams		Use Slack today; see a lot of the value-add of HS in the agent via chatbot, want that experience with Slack as well.			9- Closed/Won		Feature	Open	006VT00000Mms6HYAR	Technology & Media	1
PG-00010491	North America	ServiceTitan - HiredScore	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Communications and Notifications	3	Risk of Deal Loss (3)	Yes	No	Ashley Gonzalez	11/04/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			30/04/2025	Slack Integration for HiredScore (like the MS Teams Integration)	Slack Integration for HiredScore (like the MS Teams Integration)	aTEVT0000002T7Z4AU	Yes - Tech Industry		Use Slack today; see a lot of the value-add of HS in the agent via chatbot, want that experience with Slack as well.			31- Closed/Lost to Do Nothing		Feature	Open	0064X00002SHGiTQAX	Technology & Media	1
PG-00010458	North America	Roku, Inc. - LDP: REC, HS, CE, MSG, LRN, CCLRN, UKP, CAP, PKN, TLO, WSPa	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Career Sites	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Ashley Gonzalez	11/02/2025	CI Notes	ACV 500(K) to 5000(K)	Won		Clinch is currently being leveraged as their front door to Greenhouse, including the Clinch 1-page apply.	25/04/2025	Roku looking for a Workday hosted 1-page apply.	Roku looking for a Workday hosted 1-page apply.	aTEVT0000002SGL4A2	 		They are planning to continue leveraging Clinch when they move from Greenhouse to Workday Recruiting. However, there is significant concern around candidate drop-off, since the shortest we can get our apply process is 3 separate pages. They are looking into Paradox conversational apply as a partial fix, but this won't address all roles or candidates. The Clinch integration can support them as a front end career site, but for security and a myriad of other reasons -- they would still need to direct candidate to the Workday Career site, which they are very much not a fan of experience wise.	Would like to see a 1-page apply or even an apply process on the same page as the posting previewing all of the required fields needed from the applicant. If you take a look at Roku's current career site, you will get a feel for how they are doing it today and they do not want to lose out on that great experience.		9- Closed/Won		Feature	Open	006VT00000Mms6HYAR	Technology & Media	1
PG-00010443	North America	Alkami Technology, Inc.-FY30	Core - Renewal Uplift	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Kyle Green	11/01/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			31/12/2029	Customer wants Gen AI Job Description to allow them to tailor descriptions to their own style.	Tailored AI Job Description Generation	aTEVT0000002Rs94AE	 		They currently use a 3rd party Gen AI tool to generate their job descriptions, and they've trained that model to do it a specific way and want Workday to do the same.			0- Upcoming		Artificial Intelligence (AI)	Open	0064X00002PjPaZQAV	Financial Services	1
PG-00010436	North America	PNC (AIRC+AITM)	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition		3	Risk of Deal Loss (3)	No	No	Camryn Turner	10/31/2025	CI Notes	ACV 500(K) to 5000(K)	Open		Phenom has an agent that helps detect fraudulent bad actors during interview scheduling process.	24/04/2026	Want ways to detect bots and bad actors earlier in screening process	Fraud Detector Agent	aTEVT0000002Rgr4AE	 		Currently using a spreadsheet. Manually combing through resumes to see if resume has been used before	Paradox reCAPTCHA, knockout questions, on demand videos via Paradox.		6- Negotiate		Security	Open	006VT00000Mx2vfYAB	Financial Services	1
PG-00010407	North America	Airbnb - REC (RFP)	Core Customer - Expand with Other	Talent Management	Talent Acquisition		4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Kate Marchant	10/31/2025	No CI Notes	ACV 0(K) to 300(K)	Lost			06/03/2026	Candidate Fraud Detection has become increasingly top of mind for customers as bots and deepfakes are making up a large presents in applicant pools. Customers need a way to easily sift through these types of fake candidates.	Candidate Fraud Detection	aTEVT0000002Qw54AE	 		Requires lots of time and effort throughout the recruiting process. Especially if the bots make it far along in the application process. becomes a waste of time for TA teams.	Have a way to identify these bots in the application creation / account creation phase.		30- Closed/Lost to Competition			Open	006VT00000QaKHOYA3	Technology & Media	1
PG-00010378	North America	Firefly Aerospace - HCM/Payroll	Non-Core Customer - Expand with Core	Talent Management	Talent Acquisition	Job Application Process;Screening and Assessments	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Andrew Lum	10/30/2025	No CI Notes	ACV 300(K) to 500(K)	Won			31/12/2025	Want the ability to identify AI generated resumes or bot resumes.	AI screening for fake resumes	aTEVT0000002QBJ4A2	 		Identifying viable candidates			9- Closed/Won		Feature	Open	006VT00000bpWesYAE	Manufacturing	1
PG-00010347	North America	GE Aerospace- HiredScore, CEXP, CE/ TLOA, JRNY, HLP, XTND Pro, CCL, SANA LRN	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition		3	Risk of Removal of SKU from Deal (3)	No	No	Lynne Allen	10/29/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			15/07/2026	Would like Hiredscore and paradox to look more like Workday.	Would like to see more of HiredScore and Paradox functionality brought into Workday	aTEVT0000002PNJ4A2	 	Representative Capability is not in list	Felt like having 3 different UI's was confusing, and want to see more parity between the systems.			4- Pre-Close		Feature	Open	006VT00000RDLgcYAH	Manufacturing	1
PG-00010275	North America	Big Night Entertainment Group: LDP HCM/USP/TT/BEN/ACC/PRA	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Career Sites	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Chris Durigg	10/27/2025	No CI Notes	ACV 0(K) to 300(K)	34- Merged Opportunity			12/12/2025	Competitors have agents thwt post and unpost aging job reqs to help with surfacing during google search for SEO.	agent to post and unpost agign and evergreen job reqs for SEO	aTEVT0000002NVB4A2	 		Have to manually unpost and post.			34- Merged Opportunity			Open	006VT00000dD6IrYAK	Hospitality	1
PG-00010157	US Industries	State of California, Department of Office of Emergency Services - HCM	Prospect - Land with Core	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Dennis Rodgers	10/23/2025	No CI Notes	ACV 300(K) to 500(K)	Won			11/01/2023	CA State Agencies do a lot of committee interviews and would like to be able to assign multiple interviewers when scheduling an interview.  Currently, only a single interviewer can be selected when scheduling an interview and this requires them to setup individual interviews for each interviewer when they are doing a committee interview.	"Can only select a single interviewer at a time with our ""Schedule Interview"" functionality."	aTEVT0000002KQr4AM	 		More clicks and administration to setup a team interview.	Make it possible to select multiple interviewers when scheduling an interview time slot, etc.		9- Closed/Won		Feature	Open	0064X00001y1VtwQAE	Public Sector	1
PG-00010155	North America	Bay Area Community Resources-FY30	Core - Renewal Uplift	Talent Management	Talent Acquisition	Job Postings	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Roger Cox	10/23/2025	CI Notes	ACV 500(K) to 5000(K)	Open		Workable offers multiple pre built job board integrations without the need of an aggregator	01/07/2029	Prebuilt job board integration without the need of an aggregator or configuration	Prebuilt job board integration without the need of an aggregator	aTEVT0000002KNd4AM	 		Lack of job boards to post to is limiting candidate volume substantially compared to previous solution Workable			0- Upcoming			Open	0064X00002SHPrzQAH	Non-Profit	1
